,asin,overall,reviewerID,reviewText,summary,ReviewTag
27243,B000089V7W,1.0,A3QWIIGKDO7O32,ONE WAS TOO LARGE AND ONE WAS CORRECT SIZE!! I ORDERED A 11.5 AND RECEIVED A 11.5 AND A 12.5. I WAS VERY DISAPPOINTED BECAUSE I HAD NOTHING TO GIVE MY GRANDDAUGHTER FOR HER BIRTHDAY!,UNACCEPTABLE,Negative
7295,B00006XXGO,1.0,AEMN8W6UWQNCU,The sides of the shoes started falling off after 2 weeks.,Fell apart very easily.,Negative
3409,B00002N5QL,1.0,A166CN15X3SG2V,Disappointed,One Star,Negative
3410,B00002N5QL,1.0,A2XLSSLI1J1URP,"I should have read the warnings in prior reviews.  Only the short back straps are elastic, which means they don't adjust as you bend or flex.  If you adjust them so that they hold your pants up firmly, they are difficult to get on over your shoulders.  Spend a little more and buy the good quality John Deere suspenders.",Unusable,Negative
9318,B00006XXGO,2.0,A8VNKT10VLPK3,this shoe is about one size too large!  the shoe size is misleading and runs large.,Two Stars,Negative
7293,B00006XXGO,1.0,A3P6RH9K0QWJT8,"The shoes fell apart less than five months after their purchase from normal wear. Apparently, they severely cut the quality of them when Nike bought converse. Zero out of 10 would not recommend",fell apart in less than five months,Negative
7292,B00006XXGO,1.0,A2K20Q1HYSS0H6,Ordered the right size but the sneakers was to tight,Order a size up,Negative
4663,B00004U3SS,1.0,A2CY7HHRJJNSUW,This is a very thin stamped mold of a heart. You could probably rip the plastic if it caught on something and if the heart that step done or crushed in the kids backpack there would be no repairing it. The face of the clock is a sticker. This heart completes the tin man outfit but I liken it to a dollar store product.,Completes the outfit - low quality,Negative
13556,B00006XXGO,1.0,A9WL4WBYYK4TK,At least 1/2 size bigger than normal size.,One Star,Negative
24672,B0000891KM,1.0,A3NJ3MUMVC98KA,"I did not care for these, the size chart that was listed did not match my purchase. Also, these had a run in them right out of the package. Very disappointing.",Disappointed,Negative
18224,B00007GDAL,2.0,A2NIK0YO1QO8XI,"There is not much sense in having a wallet with 19 card slots when you can't use them all because everything is so tight you can hardly get the cards out. I couldn't even get the last 6 cards in the slots because it was so tight. The inside of the wallet does not look like any leather I've ever seen or felt. The outside feels like leather. The change purse does not snap closed very tight, causing it to open to easily. The sections that hold paper money are very nice. If you are not putting very many cards in the wallet then this may be a nice wallet for you.",Just okay!!!,Negative
3350,B00002251L,1.0,A3KMMNFJJKN1WK,Very uncomfortable. The shoulder pads and  leather cross piece on the back burned my skin and start sliding around couple hours into the day.  Don't know if I'm doing something wrong or just should've spent the extra money on the other ones? I have no complaints about the nail bags!!,Very uncomfortable. The shoulder pads and leather cross piece ...,Negative
10889,B00006XXGO,1.0,A3O49N0CFDIJBO,Coming apart at seams already :( husband thought they were nock offs told him I paid full price,Sean's coming undone ALREADY!!,Negative
7335,B00006XXGO,1.0,A3S0EBAVLPDVGA,"These are not true Converse shoes.  I ordered them in the size all of my other Converse (12 pair) are in, a size 8.  It was too tight and the sole is thicker than the ones I own.  I sent them back and found the color I needed at a Journeys Store and tried on the same size I ordered on this site and they fit perfectly like all my others.  While these are a very nice looking Converse, I don't believe these are the real deal.  Nice try though....",I sent them back and found the color I needed at a Journeys Store and tried on the same size I ordered on this site and they fit perfectly like all my others,Negative
4683,B00004U3SS,1.0,A8UPH8QEDA5EP,This is the biggest RIP OFF I have ever bought on line. I could of bought something this cheap at the dollar store. WHAT A PIECE OF CRAP!!!,tinman's heart clock,Negative
23948,B000087SX1,2.0,A3JKJ8NP7ZQ9ZW,"Too small and I can""t  figure out how to return them! Your website wants a quantity but there is no place to put it! Not Happy!",Lugz Drifter,Negative
23949,B000087SX1,1.0,ADWBK5YD95HCD,Color was not really a match for the picture provided.  The only way I can describe it is a brighter yellowish.  I had read reviews and ordered a half size smaller so that it would fit well and it still was a bit to big.  There was a sort of discoloration in the tip of one of the shoes like it had been rubbing against something in transit or in storage or something.  I wound up returning.,Not so tan...,Negative
18203,B00007GDAL,2.0,A1Y5NGTGI1K42N,"I bought this as a birthday gift for  a friend.  There are a lot of good things about it but unfortunately an overwhelming bad thing.  The wallet is a very good design with  lots of credit card,etc. slots.  The cards go into the slots easily which is a big plus.  One part of the wallet was stitched in crooked.  Its not terrible but is noticeable.  Now,  the real big problem .  The wallet has a TERRIBLE odor.  I have worked on this problem for several weeks.  I have aired it out.  I've wiped it with dryer sheets.  I've sprayed it with Orange Pledge.  I've used Febreze on it.  Nothing has worked.  I decided it wasn't worth sendng the wallet back but I did not give it to my friend  so the whole thing was a waste.  So sorry to have to report this.",What is this smell?oo,Negative
23950,B000087SX1,2.0,A1K15JN28NJSSM,I have bought Lugz twice. Wore to work 5 days a week and each pair lasted less than 3 months. The uppers tear away from the soles.,Did not last long,Negative
26217,B0000891KM,1.0,ANWEM5M0Z15OX,Need replacement sent to correct address.,Sent to wrong address,Negative
4680,B00004U3SS,1.0,ABL3G7V3IVPQK,"Very disappointed with the ""clock"" once received.  It is not at all what I expected.  I'd pay $.99 for something liek this not $10.",Cheap,Negative
4679,B00004U3SS,1.0,A3E5IEDSVMDLVD,"This is nothing more than a sheet of colored plastic, molded to shape, with a crappy tin chain attached.  It could not have cost more than $.05 to make and to ship here from China.  A,total waste of money.",A total ripoff,Negative
18208,B00007GDAL,1.0,A2ZIL7FU8ODZ9,Got in July. Loved it. Change purse broke in August just past the time I could return it. No good.,Loved it. Change purse broke in August just past ...,Negative
4678,B00004U3SS,1.0,A3JUHQ2GG4KD9,I would not recommend this product.  The plastic was dented when it arrived.  Flimsy.  I expected better for the price.,Very cheaply made.,Negative
6524,B00006CFCX,2.0,A3TFO393DY4NHN,"For the price Very cheaply made, horns are as thin as paper sloppy. I wouldn't recommend any one to buy this. I had to order the elope horns seperately",Dont buy this,Negative
26219,B0000891KM,2.0,A1GE5EVR1CWB3I,Buy a larger size than you would normally. And don't expect to get more than one use out of them.,Will last one use.,Negative
3366,B00002251L,2.0,A1FP3WYLM36OQ1,"For the price, I would have expected the stitchingredients to be excellent.  That was not the case...they are still very stout.",Attention to detail was on the bench...,Negative
26220,B0000891KM,2.0,A1PI39FGORFOL0,"I expect to be able to gently hand wash my nylons but after one wearing, a huge run the entire length occurred...  have not had that happen in a long, long time which  calls to question the ROI for this item",beautiful but runs easily,Negative
6525,B00006CFCX,1.0,A18J7I0742NQ4T,"The robe is fine and will do for the costume, but the headpiece is flimsy and misshapen from the packaging.  Overall I do not feel the costume was worth $49.99. Poor quality, but I don't feel like returning it so I ordered a separate headpiece and will just make it all work.",The robe is fine and will do for the costume,Negative
24674,B000087VAL,2.0,APO7F2M085I1Z,"Shoe has a very rubbery bottom, which may be good for some, but not what I expected on a dress shoe.  Leather has some imperfections that look like scratches.  Wouldn't order again.",Less than expected.,Negative
20709,B0000865JR,1.0,AN5JSZN71SE34,Bought 2 pairs and both ripped before getting them on fully. They're the correct size and I did not pull or tug on them excessively.  Extremely unsatisfied.,BIG disappointment,Negative
4672,B00004U3KU,1.0,A13573KHLYRAF1,"I ordered this costume for Halloween and it was the complete opposite of what I was expecting. I'm only about 5'1 and this costume is huge on me. The udders are green NOT pink like the picture and there's a corny hood to go with it, the picture does not resemble the costume at all. I wouldn't recommend this unless that's what you're lookin for.",Awful,Negative
20707,B0000865JR,2.0,A3F5F813AH9ZHY,"As I was pulling up the first leg, it tore and I had to throw it out-not a happy camper",it tore and I had to throw it out-not a happy,Negative
3373,B00002251L,1.0,AN9SBQS5X3NDL,"Very dissatisfied with this product. One of the straps broke within a month of use. The adjustable circle on the back constantly slides down causing the suspender straps to widen out and slide right off your shoulders. Very frustrating having to keep taking off your tool belt to readjust so I finally had to sew the adjuster in place with some stringline. Shoulder pads constantly slide around, very annoying.  I would discourage anyone from buying this product.",Pass on this one.,Negative
20705,B0000865JR,1.0,A33AHCHUU3SWCC,No stars!  Product much smaller than stated (like 3 sizes too small)...and runs appeared as I tried on.  Extremely disappointing.,No good,Negative
7315,B00006XXGO,1.0,A3E63FB5H6O142,Wrong size,One Star,Negative
10906,B00006XXGO,1.0,A3UQTYSYNUPFDE,"These are knock offs. The back label is not centered, and it says Converse All Star on the black label. The real version only says All Star on the back. I have 2 ""real"" pairs that I compared these too. Also the sizing is too big. I ordered a 7, just like I have in my real versions. Well, these were too big. That's when I became skeptical.",just like I have in my real versions,Negative
18222,B00007GDAL,2.0,A96BFOOO129YH,"I was just about ready to purchase this wallet when I looked closely at my existing wallet and discovered it is the exact same wallet.  I purchased this wallet at a retail store and after about 6 months it began to come unstitched in several places.  The coin pocket has always been a challenge to get change out of and the lock rarely stays securely locked.  I, too, have carried Buxton many times over the years but am sorely disappointed in this particular wallet.  Save your money.",have carried Buxton many times over the years but am sorely disappointed in this particular wallet,Negative
3379,B00002251L,2.0,A2OR07IBFZ3D6Q,"Positive: Stitching is better. so far it holds better than cheaper one from home depot.

Negative: Shoulder pads constantly slide around so I have to drill a hole and secure it with zip tie.
  Pad rubs against my clavicle and I can not wear it longer than a couple of hours.
  Dye bleed out and stain all my work shirts permanently.

I will keep them for winter when I have wear more clothes for cushioning and perspire less.",Durable but not worth the price,Negative
6528,B00006CFCX,2.0,A1GFTNDFX0L9JF,"nope wasn't what  I had expected for the price... oh well, I will still use it eventually.",nope wasn't what I had expected for the price. ...,Negative
27238,B000089V7W,2.0,A12WR5IDZEHFMC,"My son wasn't a fan.  He says they are stiff and feel like flippers.  He has worn them a few times, but always complains when he does.  I wish I would have returned them.",I have seen better from converse,Negative
20721,B0000865II,2.0,A2JC63143ASWF8,ripped while putting them on. ended up being a waste of money. seemed like good quality.,ended up being a waste of money,Negative
3415,B00002N5QL,2.0,A3VOX7DW5IX3BL,Clips are not that good. Back is expandable but a little too tight. The front straps are NOT expandable making for a very uncomfortable fit. All the straps need to expand so they ride with you as you go up and down and sideways. These do not.,Clips are not that good. Back is expandable but a little too tight,Negative
3417,B00002N5QL,1.0,A3QKCZOIKVMTIK,they don't stretch on front straps so hard to adjust and keep in place.  very disapointed,One Star,Negative
10938,B00006XXGO,2.0,A1BYLJ0F7N6MQC,"Purchased a men's 11 for my son. He had outgrown his 10.5.
They are tagged as an 11 but are over 1"" too long for his feet.",Purchased a men's 11 for my son. He had ...,Negative
18271,B00007GDAL,1.0,A307JN40ARU5S3,"The quality was very cheap. I don't believe that was genuine leather. The slots for my credit cards, ripped apart after 3 weeks. I would not recommend this product. I have always purchased Buxton products, in the past at leather handbag shops or large department stores. This wallet is a cheap knockoff!",I would not recommend this product,Negative
18272,B00007GDAL,1.0,A21KVXTAR6BY9,Dislike way to tight you cannot get the credit cards out and they cover each other so you cannot even see which one is there,Not what I expected  I am returning it,Negative
26239,B0000891KM,1.0,A9GB8H6XLVHVG,"Pearl shows up called ""Ivory"" and is lighter than advertised (not one of the many shades listed). It is not what I expected. Not worth driving to return. I will buy hosiery in person unless I can find the exact product that has worked before.",The color does not match up to what is displayed as one of many shades.,Negative
3457,B00002N5QL,2.0,A34HLCYKYXXEO5,"I read a lot of great review for these suspenders.  I wore them for a few days and they worked well.  Before I knew it, the clasps started coming loose from the pants.  I even attached them to the pants at the belt loop so that it would have more material to grab.  Unfortunately, it still pops loose.  For less than ten dollars, they were ok.  I'm glad I didn't spend more on these.",Clasps won't stay attached,Negative
3458,B00002N5QL,2.0,A49NUH41NIM5G,This problem did not occur with other suspenders I have purchased in the past.  I do not know what was the reason for the difference,No matter how I adjusted the suspenders they tended to slip off my husband's shoulders.,Negative
4645,B00004U3SS,1.0,A1PE3V3RMT5TW0,"For the price, I was expecting a lot more! It is a thin piece of plastic without a back.  Would never purchase or recommend to anyone!",Disappointed in quality of product!,Negative
3460,B00002N5QL,1.0,A2U8GMFHSH5AFC,"Even though I will continue to try and comfortably use the suspenders, they were advertised to be all elastic. They're not. The only elastic is the bottom part of the back.",Misleading description.,Negative
3461,B00002N5QL,2.0,A18JLYTH06AT6,"""One size didn't fit""  My husband is between sizes and will lose more weight.  Eventually they will fit.  Wish they had worked out.",expectations,Negative
18275,B00007GDAL,1.0,APM8B6BB1C3JB,Description said it was 100% leather when in fact it is a small percentage of leather. The only leather part is the outside. Everything else is the fake pleather material. You can see the slight difference in brown color and texture between the fake and real leather.  The parts where the wallet holds your cards and money are going to receive a lot of wear and tear because you're constantly taking things in and out of it so I don't understand why they wouldn't make the whole wallet leather. Instead they just lied about it being 100%. I think this is why some other reviewers had problems with it breaking down so quickly. I will be returning it and getting a real full leather wallet.,False Advertising- Not 100% Leather!,Negative
20674,B0000865II,2.0,AQTG0XKZ7YYIP,"I chose 3X-4X to be sure it would not be too small (I am about 147 lb.s, 5.5), and the fit was fine.  But after wearing less than an hour not even walking much, my big toe poked right through, double-gash.  Toenail was short, filed, and polished.  Very disappointed.  And product seems very well sewn at toes, extra thick and tight.  Sad, especially since product fit, a rarity, and because it is actually silky instead of industrial-nasty.  Wah.  Back to hunting.",Toe broke through in less than an hour.,Negative
20673,B0000865II,1.0,AA83XW792JFB8,"The fit was great, but evidently  they snagged on a fingernail the very first time I put them on.  Because they were sheer, I tried to be very careful in putting them on.  My nails are rounded on the edges so I was surprised when one of them caught on the hose. Not only did it leave a run, but it made a hole in them. Not even one wearing!  I would not recommend these if you're looking for something with durability. They are just too delicate to be practical.",Too delicate for practicality,Negative
24664,B0000891JE,2.0,A3UIRC2QJ03R51,These snag VERY easily. I had a run from my toe up above my knee the first time I wore them. I'd suggest finding something with reinforced toes. These are only good for one use.,Snags/Runs first time,Negative
24665,B0000891KM,1.0,A2VFR2JL4DHIKJ,"The moment I put them on, a huge run appeared from my thigh to my ankle.  This is ridiculous.",Horrible quality,Negative
18279,B00007GDAL,1.0,A3GJ3ABSJ688QP,This was a waste of money and I threw it away.  The change purse would not stay closed and my coins kept falling out.  I ordered another wallet with a zippered change compartment that works much better.,This was a waste of money and I threw it away,Negative
3468,B00002N5QL,1.0,A1I52C1M6MA4CY,"These suspenders are made of vinyl instead of elastic. That's the problem. As I've only worn elastic suspenders before, these were difficult to adjust and basically useless. It takes about five minutes of strapwork to get the suspenders within working distance of holding up your pants, but they'll sag when you sit and then need adjusting when you stand up again. I wore these for three days before giving up and giving them to Goodwill. And I apologize to whomever buys them off the shelf at the thrift store. Worst. Suspenders. Ever.",Worst suspenders I've ever worn,Negative
3469,B00002N5QL,1.0,A36QU35HMN6G9O,"Bought 3 pair.  First one had uneven straps, unfixable, unwearable.  Other two weren't even long enough
to reach from one side to another.  Don't know how anyone could give a good review to this completely
deficient product.",Worst purchase ever.,Negative
18281,B00007GDAL,1.0,A252V2P6V8MD7P,Was supposed to be all leather.  It was not.,One Star,Negative
10945,B00006XXGO,2.0,A1E2KEOEEZ8RWZ,The shoes are a half size larger than listed in the size chart.  Boo.,Runs a half size big,Negative
3472,B00002N5QL,2.0,A35KKRYGJMIPIG,the quality is not bad but clips are too sharp and cut the jeans. It is not recommended to be used with regular pants and jeans ...,clips are too sharp,Negative
27196,B000089V7W,2.0,AR6G59GCL4T2X,Almost a size or two too big.,Two Stars,Negative
3474,B00002N5QL,1.0,A35HOPUQYIVE87,"If you're taller than about 6-ft, don't waste your money; these will not fit you. Only the lower back straps are elastic. The over-shoulder and front straps are not elastic and have absolutely no ""give."". Incidentally, the lower back straps and the over-shoulder front straps are ""generically"" navy blue but nowhere close to a color or fabric match. I chose to not waste time returning the item for a few dollars after shipping and instead gave them to charity.",One size doesn't fit all,Negative
3475,B00002N5QL,2.0,A16GRB90VTBP00,"These were not worth the price.  They are very hard and not flexable.  They are very skimpy.  If you buy, make sure you get the next larger size than they say you need.  The straps are not sewn together, so they can come off the slide if you do not watch how you are changing the size of the length",suspenders by McGuire,Negative
4642,B00004U3SS,1.0,ABNOWLY2V6FMS,"It is flimsy cheap plastic and is not solid.  There should be a description of the item on Amazon so people know what they are getting.  The clock doesn't work and the heart isn't solid.  The item that came didn't look like the picture either; it came with flowers on the chain, so it isn't even what I ordered.",Unhappy customer!,Negative
6540,B00006CFCX,1.0,A1U4R9CKZQZ4C9,Fairly thin material and not as high quality as I was hoping for.,One Star,Negative
4640,B00004U3SS,2.0,A2XXEEBBYBHFE8,"For the price, it was not worth it also it did not give a clear description of the item like the size.",Heart clock,Negative
4639,B00004U3SS,2.0,ACF13GM88P71E,"I am highly upset, when I place this order on Dec. 26, 2013 and received it on Jan. 6, 2014, it arrived in horrible condition, the clock was all crushed and it was not in regular numbers like the picture has, it had roman numbers, I was very dissatisfied because I wanted the one with the regular numbers that is the main reason I ordered it, and it came all crushed and roman numbers, my grandson was highly upset and that made me very upset and sad, I told him I will get him one the way he wants it. so please let me know it is is available. One dissatisfied customer. If I am to return the the crushed one that is all messed up, I should not be paying for shipping, it was their error.",It is not the same clock,Negative
18287,B00007GDAL,1.0,A1H2UYLER2S8T8,"Please do not buy from this seller.  The wallet I bought my sister for her 61st birthday was defective.  The flap underneath the gold piece on the coin purse was never glued in.  It was not noticeable at first since most things are paid with a credit card.  However, as she began to gradually fill the coin purse section with coins--and it didn't take many--the flap slipped out from underneath the gold coin purse clasp.  You can see that it was NEVER glued AT ALL!  This company issued a $10 credit for a wallet that is useless.  The wallet should have been replaced.  My sister has now gone back to using her 10 year old Buxton wallet!  This wallet is sitting in a box looking brand new but totally unusable.  Do not buy from this seller!",DEFECTIVE PRODUCT!  DO NOT BUY!,Negative
26241,B0000891KM,2.0,AO8X60UOU6CW7,Not the quality expected nor the size.  It is at least one size smaller than stated on package sizing.  They snag and run WAY TOO EASY!  Try another brand!,Not too good!,Negative
6537,B00006CFCX,1.0,A1W5XIVCJOWMQJ,It's a MooMoo of a costume. The Head piece is flimsy foam. Get creative and make your own.,One Star,Negative
26236,B0000891KM,2.0,A3RHINA2T1FNYY,"Size A-B is too small for a 5'6"" woman at 125 lbs... they are comfortable, but they ran due to being stretched too much.  Also, the color was closer to tan than nude.",Runs Small and Just Runs,Negative
27213,B000089V7W,1.0,AXGY0Q2CWVQ0W,"These are fake!!! Don't buy, returned them.",One Star,Negative
3418,B00002N5QL,1.0,A2T4Y84BZV3SXH,"although the clips were good the over all stretch of the back elastic was very poor too short and did
not fit at all they were to tight I did not like them  and  could not wear them. to bad!",although the clips were good the over all stretch of the back elastic was ...,Negative
10923,B00006XXGO,1.0,A3K30YW60Y46C0,Well first of all they sent me two pair when I only needed one now they are trying to make me pay to send the other pair back and the pair my daughter decided to keep was too big and they faded the first and only  day she wore them the red faded on the white...very disappointed...the last 4 or 5 items I've ordered has been junk...and I haven't got one penny back...so if my mind don't change I'll never order from there again,very disappointed..,Negative
4658,B00004U3SS,1.0,A26415K24ZBQDR,I wish giving the product no stars was an option.  Very poor quality.  Fell apart the first time my son wore it.  I should have saved my money & made him one!,A big disappointment,Negative
3421,B00002N5QL,2.0,A29Z2BAVUB8WVE,Unsatisfactory - design issues,Two Stars,Negative
7288,B00006XXGO,1.0,A3RYM7ABSP1BUO,received the wrong size more of a headache to send back gave to a family member,One Star,Negative
3423,B00002N5QL,1.0,A1A1GJP1PEIIKE,they did not fit and do not streatch,One Star,Negative
10925,B00006XXGO,1.0,A2WBSET1RM72J2,These were way bigger than they were suppose to be,One Star,Negative
3425,B00002N5QL,2.0,A2QHXM0IPBJJ9U,Were not what I expected.,Wrong,Negative
18251,B00007GDAL,2.0,AIYLA8D8VHVF,I thought it was leather & it's very stiff because it's not leather. I had this wallet before for years & it was made differently. This looks like a knockoff.,This looks like a knockoff,Negative
4657,B00004U3SS,2.0,A26IWTLSXUSVPW,Had no idea it was just a plastic shell with no back.  Guess I should have expected it for the price.  The issue is that it keeps flipping over to the empty back when you wear the fake watch.,Extremely Cheap Product,Negative
20687,B0000865JR,1.0,A3F4CMQB79TCT3,I am a plus size and I got 5x because it went with my height and they are still to small. So they are definetly not true plus size stockings,NOT plus size like advertised,Negative
3429,B00002N5QL,2.0,A1GGM6U4I9ZYR4,Ordered blue..got black,Two Stars,Negative
7284,B00006XXGO,2.0,A2F0HNAPUUY18R,"I always order myself a 7.5 women's; however, these were too large.  I had to return.",Two Stars,Negative
27228,B000089V7W,1.0,AJMTE4X279KRF,Don't know what happened.  Thought I was ordering a size 2 kid shoe almost 8 inches long and ended up with an infant shoe about 4 inches long.  Very disappointed.,Very disappointed.,Negative
4656,B00004U3SS,2.0,A3ARB57R8YXR5Q,"It's cheap and it probably won't last, but what's the alternative? I bought it, it worked, but it kept flipping over and the backside is just white.","It's terrible, but it's the only one.",Negative
18256,B00007GDAL,2.0,AJHG1XZ27NJ75,"Once you get the cards in, you can't get them out! Pockets are way too small.",Unacceptable!,Negative
3434,B00002N5QL,1.0,AF5ZUUAP1ECFG,"Well built, but the claim of one size fits almost all is misleading. I am 5'9"" and they are way too small for me even when adjusted to their max length.","Look good, but very small.",Negative
7282,B00006XXGO,1.0,A2U2AA13P7WTLN,These are LARGE for a 9.5 ladies.,One Star,Negative
18258,B00007GDAL,1.0,A2651Q7AUK8GRC,Like the color.  The item is useable but the credit card slots and especially the drivers license slot are slightly too tight.  They have not really loosened up any.  I like the double credit card spots to hold all my info though.  The wallet is nice.  Changing my review because the credit card slots finally ripped with only nine months use and I had to buy a different wallet because my license and credit card kept slipping down into the wallet and I kept thinking I lost both of them.  I would not buy this product again.  Quality is way down.,It works,Negative
26231,B0000891KM,2.0,A2XYNCU4WFM1BB,These fit as expected but they weren't very good quality. I bought 4 pairs and each pair ripped by the end of the day. Sometimes they even ripped while I was trying to put them on in the morning! Color was nice though,"Eh, not Hanes' best",Negative
23991,B000087SX1,1.0,A1BH6EV86SS0HR,Most uncomfortable boot ever. Soles have no cushion deff not made for standing any length of time . inside finish is very hard at seam locations and VERY uncomfortable even when worn as loose as can get. I hope they ( break in ) some and are tolerable otherwise these will go in the trash.  JUNK JUNK JUNK,Not even close!,Negative
27221,B000089V7W,2.0,AJ93VJVPN6QKE,The shoes were to big,Two Stars,Negative
24669,B0000891KM,1.0,A14I14DKMRU78Y,These are cheap and ;; 4 pairs I bought got runs on first wear.  They are throw away quality,These are cheap and;; 4 pairs I bought ...,Negative
24668,B0000891KM,1.0,A2M489QVEP1JDV,I hated these.  They felt like sandpaper and couldn't wait to get them off.  I have no idea why anyone likes them.  HUE is a way better brand and feel.,Not silky at all.,Negative
18263,B00007GDAL,2.0,A136KDQHF5EVL9,"Love the color and compartments but the coin clasps do not hold at all.  I'm going to have to find the packing slip to return it.  So sad, the style is just what I like.",Good enough wallet with a major flaw,Negative
3444,B00002N5QL,1.0,A10YFO58CUEYQF,"This is not at all the item described. Suspenders are black and not blue. They are not 2' they are only 1"". I want authorization to send return them. There was no paper work included with them.

Sincerely,

Rosalie Webster",This is not at all the item described. Suspenders ...,Negative
4650,B00004U3KU,2.0,A1Z17QUI7J4JVF,"The suit is fine, but the headpiece...",Udderly Disappointed,Negative
27214,B000089V7W,1.0,A26MLUG9FDZ2X8,There fake converse!,One Star,Negative
3448,B00002N5QL,2.0,A2XUXCJUSXYQ2T,No elastic so not what i wanted. maybe i should have read the description better.,maybe i should have read the description better.,Negative
7291,B00006XXGO,1.0,AHGB06PM96PUJ,These are fake!!! The patch doesnt have the trademark and they came in an unmarked box. Seriously?,Fake,Negative
20722,B0000865II,1.0,A6NGTPJ8QWB16,"These didn't fit me at all. When I removed them from the package, I had to check the size to make sure i was sent the right size. They looked like aa size small in the waist. Yes..I gotmy legs in them...but when they hit my thighs...it got tight. Let alone get them around my tummy. I'm not a small girl but I bought these with the expectation that they would fit.",Horrible Sizing,Negative
10886,B000072US4,1.0,A1FH053SMEN759,"They sent me the wrong converse, I got the ones that show my ankles. Also converse run a little big. I got a 10.5 and they felt like 11s easily",5 and they felt like 11s,Negative
10885,B000072US4,1.0,A33EYYM0M7VS3Z,"When the shoes were purchased, the description never mentioned universal sizing. The shoes are fine but they are way to big.",Mens sizes,Negative
4720,B00004U3LF,1.0,A415KYFQWI8J8,I ordered the blue costum but I got the green one!!! Sham on you!,One Star,Negative
7409,B00006XXGO,1.0,A238QFXFYUY3VF,I think these are fakes. They look really off and are way too big and clunky.,One Star,Negative
23883,B000087SX1,1.0,A161QWRS0QEQDH,"Not even close to 11EEE. ...what size or how many times most I order to get the size that fits?
Just had my foot measured .....so it's not me",Not even close to 11EEE.... what ...,Negative
18119,B00007GDAL,2.0,A13MIBXHAHC7A8,"I love every aspect of it with a MAJOR EXCEPTION - the change clasp is so weak it bends when opening and closing. Can't imagine it lasting long.

If not for the clasp I'd give it 5 stars.",Love it but won't buy again - weak change clasp,Negative
20768,B0000865JR,2.0,ADVMOPP8GWXX9,"The color was spot on, but they stretched out so fast that they were baggy and the control top was nonexistent.","The color was spot on, but they stretched out ...",Negative
19141,B00007GDAL,2.0,A1HFZR3E7M7AZZ,"after reading all the reviews I was sure this was the wallet for me. It's very low quality leather and doesn't look well-made. It does have many, many card slots, but it seems it would break if they were full. Returned it.",cheap leather,Negative
18123,B00007GDAL,1.0,A2ESD7XRDP6E4F,"After 7 months, the metal frame of the coin compartments completely came off. I have never had this happen, and what it indicates to me is poor construction.  I ended up spilling coins all over the counter at chick fil a. Not acceptable!",Poorly constructed....do not buy!!,Negative
7402,B00006XXGO,2.0,A2ESVQXM99C38U,Too big,Two Stars,Negative
7401,B00006XXGO,1.0,A2ICH9IGVYRKCQ,"the bottom of the shoe split open and ive only had them for half a year. i thought these were supposed to be durable? I am very disappointed, since these were beginning to be my favorite shoes.",Broke after half a year,Negative
10838,B00006XXGO,2.0,A2PA8G84GCEHQA,Shoes started falling apart within a few months despite mostly wearing them inside at work.,Poor quality,Negative
20765,B0000865JR,1.0,A3D3M7H1BXMBXB,Legs too long--control top small--top of legs too too small.  I am 5 ft 3 inches and weigh 185 ilbs.  I wear a size 16--I ordered a 1x-2x--they should have fit.,Legs too long--control top small--top of legs too too small ...,Negative
26201,B0000891KM,1.0,A3QVTNT0N4UJXS,"I wear a lot of sheer hose....these ripped while I was putting them on. That being said, they did fit as expected. I ordered the Calvin Klein 25 Denier Active Sheer Hose instead...love those.",Ripped immediately,Negative
3259,B00001W0J3,2.0,AJ69FLR39IUI2,Costume adorable but sequins come off too easily.  By the end of the day half were missing.  I tried to glue some back on when costume was first received but by the time Halloween came and went most had come off.,Cute costume but not made well,Negative
20773,B0000865II,1.0,A3GV46P0G3JX1T,My pantyhose arrived with a run in them. Not happy abou that.,Very disappointed,Negative
20762,B0000865JR,1.0,A6NGTPJ8QWB16,"These didn't fit me at all. When I removed them from the package, I had to check the size to make sure i was sent the right size. They looked like aa size small in the waist. Yes..I gotmy legs in them...but when they hit my thighs...it got tight. Let alone get them around my tummy. I'm not a small girl but I bought these with the expectation that they would fit.",Horrible Sizing,Negative
20761,B0000865JR,2.0,A2JC63143ASWF8,ripped while putting them on. ended up being a waste of money. seemed like good quality.,ended up being a waste of money,Negative
3263,B00001W0J3,2.0,A32LK2RJZCKQ47,"I bought this costume for my daughter's first b'day as I was doing Minnie Mouse theme. Material is very very cheap. It looks pretty in picture but when i received it, I was disappointed. Not worth the money I paid. Also, It is tight for my daughter. she usually fits in 12 months clothes, but this one was is very tight. Its wastage of money. I will not recommend to spend 17 bucks on this costume",Not that great!,Negative
23896,B000087SX1,2.0,AMG1D70H4CMEY,Took a little longer than I expected but everything else is okay,Two Stars,Negative
3265,B00001W0J3,2.0,A1YXJXSTJ7GH6L,"I bought this for my baby's first birthday. It looks cute on her but there are some details that I don't like. 1st, the elastic bond on the sleeve. 2nd, I think the size wouldn't fit infants beyond 12 months old. My baby will be a year old in less than 2 wks and it just fits her perfectly. 3rd, it would be hard to change a diaper because you need to take off the whole thing. Because of that, I will just have my baby wear it for a couple of picture taking then change her to a different minnie mouse outfit.",not satisfied,Negative
4712,B00004U3LF,1.0,A2L18Q7Q19DKV1,Very bad value.  Runs small and pretty sure they put a child's size hat in an adult costume package.  Very frustrated with this purchase,Very bad value. Runs small and pretty sure they put ...,Negative
